CustomerID,Age,Gender,City,Education,MaritalStatus,AnnualIncome,SpendingScore,YearsEmployed,PurchaseFrequency,OnlineVisitsPerMonth,ReturnedItems,PreferredDevice,LastPurchaseAmount
1028,38,Female,Mumbai,PhD,Single,62234.0,34,11,18,27,1,Tablet,762
1029,36,Female,Chennai,PhD,Married,70260.0,51,15,2,19,0,Mobile,4223
1030,25,Male,Delhi,Bachelors,Single,67061.0,49,1,3,11,2,Laptop,2755
1031,23,Male,Mumbai,,Single,474327.0,5,1,11,22,0,Tablet,1945
1032,40,Male,Delhi,PhD,Married,73496.0,27,15,3,24,4,Laptop,4567
1033,53,Female,Mumbai,,Married,54976.0,32,30,24,22,2,Laptop,4996
1034,53,Female,Delhi,Masters,Married,65092.0,35,26,22,25,4,Desktop,1062
1035,28,Male,Pune,PhD,Single,31272.0,41,6,15,3,0,Mobile,3567
1036,39,Female,Bangalore,Bachelors,Single,70839.0,43,16,12,19,3,Laptop,2705
1037,49,Male,Chennai,Bachelors,Married,65530.0,57,24,5,11,4,Desktop,801
1038,51,Male,Chennai,PhD,Single,51009.0,40,29,3,3,1,Mobile,2316
1039,51,Male,Bangalore,Bachelors,Single,82601.0,69,26,18,26,1,Desktop,654
1040,22,Male,Chennai,Bachelors,Single,87448.0,58,1,22,13,4,Desktop,3306
1041,46,Female,Delhi,,Married,419963.0,5,24,7,28,0,Desktop,4631
1042,40,Female,Mumbai,Bachelors,Married,66693.0,36,20,12,16,2,Laptop,1666
1043,48,Male,Pune,Masters,Single,73300.0,32,27,19,24,0,Mobile,4269
1044,42,Male,Bangalore,PhD,Single,61744.0,56,21,6,12,2,Laptop,2991
1045,53,Male,Pune,,Married,55693.0,59,26,7,7,3,Mobile,1376
1046,52,Male,Hyderabad,PhD,Single,103275.0,28,29,20,10,4,Mobile,4965
1047,50,Female,Delhi,Bachelors,Married,56764.0,61,28,23,28,1,Laptop,1240
1048,46,Male,Pune,PhD,Married,67285.0,34,22,21,14,0,Desktop,1581
1049,21,Male,Bangalore,Masters,Single,76355.0,20,1,8,18,4,Mobile,3843
1050,25,Female,Mumbai,Masters,Single,46328.0,54,1,14,24,3,Laptop,3618
1051,50,Male,Chennai,PhD,Married,59014.0,64,25,23,7,1,Mobile,3349
1052,51,Female,Pune,Bachelors,Single,71170.0,80,30,24,3,4,Tablet,3587
1053,44,Male,Pune,PhD,Single,65950.0,47,17,20,29,3,Tablet,4246
1054,53,Male,Pune,Masters,Single,79624.0,51,33,3,14,0,Tablet,4413
1055,49,Female,Bangalore,Bachelors,Married,59099.0,29,25,18,21,2,Tablet,3274
1056,37,Female,Mumbai,PhD,Married,87699.0,35,16,2,28,2,Laptop,1116
1057,27,Female,Hyderabad,Bachelors,Single,49140.0,70,4,24,13,3,Mobile,1228
1058,41,Male,Hyderabad,Bachelors,Married,53420.0,40,17,24,11,2,Laptop,1622
1059,38,Male,Delhi,Masters,Single,56615.0,66,18,12,7,0,Tablet,4266
1060,33,Male,Pune,Bachelors,Married,61841.0,51,7,17,19,3,Desktop,1228
1061,42,Male,Mumbai,Bachelors,Single,65215.0,59,18,9,14,2,Desktop,4671
1062,29,Female,Chennai,PhD,Single,72071.0,49,3,19,22,1,Tablet,643
1063,25,Male,Chennai,Bachelors,Married,92470.0,73,3,4,23,4,Laptop,3722
1064,36,Female,Delhi,Masters,Single,106273.0,44,16,12,17,0,Laptop,1453
1065,37,Male,Chennai,Masters,Married,,64,13,10,10,0,Mobile,3493
1066,47,Female,Delhi,PhD,Married,70887.0,28,26,19,8,4,Tablet,2356
1067,42,Male,Delhi,Bachelors,Married,75797.0,42,19,4,15,3,Mobile,3641
1068,51,Female,Delhi,PhD,Married,76218.0,66,29,10,29,1,Desktop,4102
1069,23,Male,Chennai,PhD,Single,69629.0,41,1,20,28,3,Tablet,955
1070,21,Female,Bangalore,PhD,Single,79853.0,45,1,24,19,0,Tablet,633
1071,52,Female,Hyderabad,Masters,Single,74481.0,45,28,4,7,2,Tablet,4012
1072,38,Female,Delhi,Masters,Married,99022.0,54,12,21,3,2,Laptop,3203
1073,43,Female,Pune,PhD,Single,67134.0,37,23,21,26,1,Tablet,4685
1074,28,Male,Delhi,Masters,Single,54861.0,35,7,9,7,3,Desktop,4275
1075,47,Female,Chennai,Masters,Married,104554.0,16,22,13,18,2,Laptop,3824
1076,26,Male,Pune,Bachelors,Married,103693.0,13,5,2,27,1,Tablet,3371
1077,50,Male,Pune,Masters,Single,45365.0,53,29,1,26,0,Laptop,2693
1078,52,Male,Mumbai,Masters,Single,75909.0,28,26,22,27,2,Desktop,4500
1079,54,Male,Pune,PhD,Married,38111.0,43,34,23,18,3,Desktop,2500
1080,25,Male,Pune,PhD,Single,76390.0,47,1,5,25,4,Mobile,3224
1081,30,Male,Mumbai,PhD,Married,42985.0,41,9,14,11,0,Mobile,4646
1082,33,Male,Chennai,Bachelors,Married,84232.0,26,10,8,4,1,Tablet,749
1083,54,Female,Hyderabad,PhD,Married,72297.0,68,29,1,14,3,Desktop,888
1084,50,Female,Chennai,Masters,Single,78274.0,64,25,23,17,4,Tablet,4481
1085,22,Female,Pune,Bachelors,Married,61326.0,42,1,6,4,1,Desktop,1858
1086,47,Female,Mumbai,,Married,64611.0,57,25,1,8,3,Tablet,3677
1087,37,Male,Mumbai,Bachelors,Single,66106.0,68,13,10,19,0,Desktop,4079
1088,40,Male,Bangalore,Masters,Married,72560.0,38,13,13,4,2,Tablet,4638
1089,31,Female,Bangalore,Bachelors,Married,26502.0,85,9,11,18,3,Desktop,4955
1090,24,Male,Hyderabad,Masters,Married,89942.0,38,1,18,29,4,Mobile,3622
1091,39,Female,Chennai,Masters,Single,59394.0,36,15,21,24,0,Desktop,1023
1092,46,Female,Chennai,,Married,71149.0,11,21,9,15,1,Tablet,2796
1093,42,Female,Pune,Bachelors,Married,45478.0,51,16,17,18,1,Laptop,2555
1094,35,Male,Chennai,PhD,Single,64498.0,12,9,23,28,1,Mobile,864
1095,46,Male,Chennai,Bachelors,Single,87336.0,49,21,15,13,3,Tablet,3845
1096,35,Male,Chennai,Masters,Married,54872.0,27,8,7,12,0,Desktop,1796
1097,42,Female,Delhi,Bachelors,Married,38789.0,55,21,20,15,0,Mobile,2103
1098,30,Male,Delhi,Bachelors,Single,64037.0,79,8,15,6,1,Mobile,4507
1099,39,Male,Mumbai,Bachelors,Single,52487.0,28,18,2,28,2,Laptop,2475
1100,26,Male,Hyderabad,Bachelors,Married,57658.0,29,2,4,18,2,Tablet,4017
1101,50,Male,Hyderabad,PhD,Single,73479.0,58,24,4,13,0,Laptop,3051
1102,22,Male,Hyderabad,Bachelors,Married,35076.0,92,1,12,15,4,Desktop,1641
1103,24,Male,Bangalore,PhD,Single,82811.0,31,2,15,14,0,Mobile,4915
1104,31,Female,Pune,PhD,Single,125675.0,10,5,6,3,1,Mobile,2539
1105,30,Female,Pune,Masters,Single,90125.0,33,6,5,3,0,Tablet,3332
1106,29,Female,Chennai,Bachelors,Married,242078.0,5,7,5,19,3,Tablet,735
1107,34,Female,Pune,Bachelors,Married,73394.0,46,10,3,14,2,Laptop,3060
1108,42,Female,Hyderabad,PhD,Married,67602.0,48,19,5,11,3,Desktop,1814
1109,41,Female,Delhi,Bachelors,Single,80869.0,59,17,4,28,0,Tablet,1565
1110,45,Male,Chennai,PhD,Married,64997.0,66,24,19,16,4,Tablet,2690
1111,53,Female,Mumbai,Masters,Single,45789.0,26,33,14,4,4,Tablet,4187
1112,26,Female,Delhi,PhD,Married,,27,1,20,12,4,Mobile,2535
1113,50,Male,Bangalore,Bachelors,Married,86563.0,57,24,23,29,0,Desktop,2743
1114,42,Male,Pune,Masters,Married,,49,21,22,3,4,Desktop,3728
1115,28,Male,Delhi,Bachelors,Married,18541.0,50,4,2,15,2,Laptop,594
1116,46,Female,Chennai,PhD,Married,93639.0,46,24,8,12,1,Desktop,2849
1117,32,Female,Delhi,PhD,Married,73610.0,84,11,1,27,3,Tablet,3230
1118,32,Male,Bangalore,PhD,Single,105643.0,47,9,5,26,1,Tablet,3556
1119,48,Male,Mumbai,Bachelors,Married,43171.0,79,22,8,16,0,Tablet,4297
1120,31,Female,Bangalore,Bachelors,Married,63414.0,40,5,14,28,3,Laptop,1705
1121,43,Female,Bangalore,PhD,Single,45301.0,34,23,8,21,4,Tablet,4002
1122,29,Male,Hyderabad,Masters,Single,91419.0,32,5,9,23,2,Desktop,1074
1123,45,Male,Hyderabad,Masters,Married,65402.0,56,24,2,20,2,Desktop,4100
1124,44,Male,Bangalore,Masters,Married,16062.0,55,24,1,26,0,Mobile,4880
1125,42,Female,Chennai,Bachelors,Single,64622.0,30,21,17,10,0,Laptop,2259
1126,33,Female,Bangalore,Bachelors,Single,54349.0,59,8,17,21,4,Desktop,2000
1127,50,Male,Hyderabad,Masters,Married,55743.0,50,23,19,16,1,Desktop,4789
1128,48,Female,Delhi,PhD,Single,94921.0,9,28,1,6,4,Mobile,4650
1129,23,Male,Pune,Bachelors,Married,80275.0,39,1,1,4,3,Mobile,2323
1130,27,Male,Hyderabad,Bachelors,Single,94444.0,8,3,24,5,2,Mobile,827
1131,23,Female,Delhi,Bachelors,Single,45557.0,61,1,3,4,2,Tablet,4483
1132,24,Female,Bangalore,PhD,Single,48378.0,59,1,16,25,1,Tablet,4925
1133,27,Male,Chennai,Bachelors,Single,76522.0,25,7,2,20,0,Laptop,4094
1134,22,Male,Bangalore,Bachelors,Single,38867.0,61,1,5,7,0,Tablet,4077
1135,42,Female,Chennai,Bachelors,Married,89436.0,41,19,18,19,2,Tablet,3780
1136,34,Female,Hyderabad,PhD,Married,113104.0,47,14,9,9,2,Desktop,3041
1137,24,Male,Chennai,PhD,Married,44231.0,52,3,5,25,2,Tablet,2675
1138,41,Male,Pune,PhD,Single,37408.0,60,20,5,19,0,Tablet,2122
1139,42,Male,Chennai,PhD,Married,52024.0,35,18,8,29,1,Tablet,954
1140,30,Female,Pune,Masters,Single,63534.0,64,6,14,28,1,Desktop,3567
1141,21,Female,Delhi,PhD,Single,72944.0,42,1,11,23,2,Laptop,1636
1142,54,Female,Delhi,PhD,Married,79866.0,46,28,24,7,0,Mobile,2285
1143,40,Female,Delhi,Masters,Single,58487.0,50,18,13,29,2,Desktop,981
1144,29,Male,Pune,PhD,Married,27612.0,49,8,17,10,0,Desktop,1740
1145,45,Female,Hyderabad,Masters,Married,89714.0,33,19,17,19,1,Mobile,4140
1146,32,Male,Delhi,Masters,Married,95690.0,51,7,22,7,0,Mobile,4226
1147,46,Male,Pune,,Married,78592.0,47,26,21,25,1,Mobile,890
1148,34,Male,Mumbai,Bachelors,Married,48378.0,66,8,8,18,1,Mobile,1326
1149,43,Male,Chennai,PhD,Married,92581.0,40,19,3,9,1,Tablet,1966
1150,37,Female,Chennai,Bachelors,Married,41896.0,59,12,2,15,2,Laptop,3483
1151,46,Male,Bangalore,Masters,Married,98883.0,11,20,17,26,3,Tablet,1420
1152,33,Female,Bangalore,Masters,Married,17054.0,67,12,2,14,2,Desktop,3741
1153,54,Female,Hyderabad,Masters,Married,82818.0,40,29,7,29,3,Tablet,4624
1154,49,Female,Chennai,Masters,Single,115977.0,31,24,12,26,0,Laptop,4861
1155,50,Male,Chennai,Bachelors,Married,,13,30,17,3,2,Desktop,4000
1156,34,Female,Chennai,PhD,Single,49877.0,34,7,16,7,0,Desktop,3132
1157,35,Male,Hyderabad,PhD,Married,50930.0,45,15,5,29,4,Mobile,4568
1158,26,Female,Bangalore,PhD,Married,116194.0,26,1,7,27,3,Mobile,1384
1159,30,Female,Pune,Bachelors,Single,59649.0,39,8,3,19,4,Desktop,2296
1160,43,Female,Delhi,PhD,Married,120033.0,43,23,10,19,2,Mobile,3237
1161,38,Female,Delhi,,Married,114713.0,27,13,9,17,3,Mobile,2433
1162,54,Male,Pune,PhD,Married,62749.0,56,32,3,11,0,Laptop,1855
1163,29,Female,Bangalore,PhD,Single,83170.0,73,3,2,29,3,Desktop,1474
1164,28,Female,Bangalore,Bachelors,Married,,73,6,5,8,3,Mobile,2211
1165,33,Female,Chennai,Bachelors,Single,,46,10,3,21,1,Desktop,4430
1166,33,Male,Mumbai,Bachelors,Single,73147.0,71,9,8,18,3,Desktop,2204
1167,33,Male,Chennai,PhD,Single,76356.0,35,11,5,9,2,Laptop,1056
1168,51,Female,Chennai,Masters,Single,74592.0,42,25,4,20,1,Desktop,1088
1169,49,Male,Bangalore,Masters,Married,73821.0,45,26,8,19,1,Tablet,1507
1170,26,Female,Pune,Masters,Married,74987.0,68,4,15,4,4,Tablet,777
1171,24,Female,Chennai,Bachelors,Single,61071.0,50,1,17,29,3,Desktop,1417
1172,37,Female,Pune,Masters,Single,56091.0,48,16,18,26,1,Desktop,1186
1173,49,Male,Hyderabad,PhD,Married,58821.0,53,26,7,14,4,Tablet,1406
1174,53,Male,Hyderabad,Masters,Single,92732.0,34,28,23,13,1,Laptop,4053
1175,54,Male,Pune,Bachelors,Single,71779.0,63,30,20,13,1,Tablet,3655
1176,42,Male,Hyderabad,Masters,Single,65551.0,29,20,15,23,4,Mobile,4526
1177,40,Female,Pune,Masters,Single,63126.0,70,15,1,29,1,Laptop,4463
1178,35,Female,Hyderabad,PhD,Married,44969.0,72,14,12,17,2,Laptop,2107
1179,45,Female,Delhi,PhD,Married,,5,25,3,9,4,Mobile,1459
1180,44,Male,Mumbai,Bachelors,Married,102762.0,61,21,4,22,0,Tablet,1516
1181,42,Female,Bangalore,Masters,Single,87814.0,16,17,11,10,4,Desktop,3268
1182,28,Female,Hyderabad,Masters,Married,66539.0,36,4,15,16,2,Mobile,1228
1183,53,Female,Bangalore,PhD,Married,50660.0,49,30,12,19,0,Laptop,3617
1184,52,Female,Pune,Masters,Married,118040.0,36,26,1,22,1,Mobile,1435
1185,52,Male,Delhi,Masters,Single,74167.0,14,31,9,3,4,Mobile,2449
1186,53,Male,Chennai,Masters,Married,66419.0,35,29,6,4,1,Desktop,2209
1187,35,Male,Chennai,PhD,Single,72035.0,41,14,11,10,4,Desktop,1134
1188,26,Female,Bangalore,PhD,Married,106239.0,44,6,8,10,1,Laptop,3889
1189,40,Male,Delhi,Bachelors,Married,63291.0,83,15,20,13,3,Tablet,3961
1190,42,Female,Mumbai,Bachelors,Married,58405.0,47,21,14,12,2,Mobile,2634
1191,32,Male,Bangalore,Masters,Single,117371.0,30,8,23,21,3,Laptop,2427
1192,49,Male,Bangalore,PhD,Single,58740.0,47,23,18,14,1,Laptop,1161
1193,52,Male,Delhi,Bachelors,Single,70760.0,47,25,19,12,2,Tablet,852
1194,27,Male,Mumbai,PhD,Married,92625.0,37,4,4,7,3,Laptop,1887
1195,40,Male,Mumbai,Bachelors,Married,38763.0,82,17,2,23,3,Laptop,3125
1196,35,Male,Mumbai,Masters,Single,81995.0,60,14,19,21,1,Laptop,1769
1197,32,Male,Pune,Bachelors,Married,99530.0,60,10,1,17,2,Desktop,4091
1198,50,Male,Chennai,PhD,Single,42288.0,73,24,23,4,4,Mobile,4505
1199,34,Female,Chennai,PhD,Single,106233.0,52,7,6,9,0,Mobile,3438
1200,45,Female,Chennai,,Single,90940.0,37,25,1,7,3,Desktop,4523
1201,43,Female,Bangalore,Bachelors,Married,78662.0,39,17,14,24,1,Laptop,3391
1202,50,Female,Hyderabad,PhD,Married,38868.0,45,30,12,13,0,Desktop,2860
1203,40,Female,Chennai,PhD,Married,63567.0,78,17,24,19,3,Mobile,2703
1204,35,Male,Pune,PhD,Single,64819.0,44,10,14,20,1,Desktop,1468
1205,40,Male,Chennai,Masters,Married,84652.0,41,19,1,7,0,Desktop,1729
1206,32,Male,Delhi,Masters,Married,60381.0,11,11,11,29,1,Tablet,4812
1207,49,Male,Pune,Masters,Single,39110.0,59,29,18,13,3,Mobile,4423
1208,43,Male,Chennai,Bachelors,Married,,47,16,18,10,4,Laptop,628
1209,28,Female,Pune,Bachelors,Married,91461.0,39,4,15,24,1,Tablet,2974
1210,30,Female,Pune,Bachelors,Married,118068.0,35,5,15,10,0,Tablet,1486
1211,28,Male,Mumbai,PhD,Married,92110.0,59,8,16,21,4,Laptop,1827
1212,25,Female,Hyderabad,Masters,Single,76052.0,33,5,6,20,0,Tablet,3732
1213,45,Female,Hyderabad,PhD,Single,63309.0,50,18,11,11,3,Tablet,4181
1214,24,Female,Pune,Masters,Married,88029.0,40,1,9,15,2,Tablet,1888
1215,31,Male,Hyderabad,PhD,Married,291736.0,5,11,15,23,0,Mobile,3647
1216,27,Male,Bangalore,PhD,Single,52296.0,72,1,1,27,0,Desktop,1235
1217,46,Female,Mumbai,Masters,Married,102840.0,54,24,2,12,0,Tablet,1526
1218,41,Male,Bangalore,Bachelors,Single,37386.0,55,20,15,6,2,Mobile,1443
1219,43,Female,Chennai,PhD,Married,87098.0,57,18,13,13,4,Desktop,906
1220,36,Female,Delhi,Bachelors,Single,46266.0,73,10,21,6,4,Tablet,1463
1221,47,Female,Pune,PhD,Married,73597.0,66,23,10,18,3,Tablet,2181
1222,22,Female,Hyderabad,Bachelors,Single,48827.0,51,2,10,14,4,Laptop,4154
1223,40,Male,Mumbai,Masters,Married,79540.0,9,17,13,17,4,Tablet,1743
1224,29,Female,Pune,Masters,Single,,24,8,10,28,0,Laptop,3725
1225,47,Male,Hyderabad,PhD,Married,91397.0,28,23,7,6,1,Mobile,645
1226,39,Male,Chennai,Bachelors,Married,65103.0,30,16,15,7,0,Mobile,982
1227,54,Female,Hyderabad,Masters,Married,66294.0,44,34,5,18,2,Tablet,1487
1228,27,Male,Delhi,Bachelors,Married,43471.0,62,1,2,15,2,Tablet,4858
1229,41,Male,Mumbai,Masters,Married,41287.0,23,20,9,9,0,Mobile,3851
1230,39,Female,Pune,Masters,Single,81379.0,68,16,13,9,3,Tablet,4948
1231,23,Male,Hyderabad,PhD,Single,47984.0,39,3,7,11,3,Laptop,2304
1232,22,Female,Delhi,PhD,Single,57563.0,59,1,8,23,1,Laptop,566
1233,23,Female,Mumbai,Bachelors,Single,83899.0,72,1,23,4,3,Mobile,1161
1234,25,Female,Chennai,PhD,Married,96224.0,51,1,16,25,1,Tablet,2993
1235,50,Female,Mumbai,Masters,Single,23288.0,47,30,19,25,4,Desktop,4443
1236,21,Female,Delhi,PhD,Single,57026.0,52,1,18,24,0,Tablet,1512
1237,36,Female,Chennai,,Single,84162.0,57,13,4,16,0,Mobile,2101
1238,41,Female,Bangalore,PhD,Single,71743.0,56,20,3,13,3,Desktop,2225
1239,43,Male,Chennai,PhD,Single,77771.0,81,22,22,5,2,Tablet,2690
1240,42,Male,Bangalore,Masters,Single,62303.0,54,19,17,17,1,Tablet,3225
1241,38,Male,Hyderabad,PhD,Single,88381.0,37,14,6,16,2,Mobile,4419
1242,27,Female,Chennai,PhD,Single,59074.0,62,4,2,5,2,Tablet,4725
1243,38,Female,Chennai,Masters,Married,71010.0,48,13,2,27,0,Mobile,4759
1244,51,Female,Bangalore,Masters,Single,59674.0,62,26,9,5,0,Desktop,3029
1245,28,Male,Delhi,Bachelors,Single,71132.0,53,4,14,15,3,Tablet,3536
1246,26,Female,Mumbai,PhD,Single,80802.0,24,1,19,25,2,Tablet,2453
1247,30,Female,Mumbai,PhD,Single,72973.0,40,10,23,11,2,Desktop,4476
1248,41,Male,Delhi,Masters,Single,55817.0,61,21,16,9,3,Laptop,1108
1249,24,Female,Mumbai,,Single,39314.0,65,1,4,22,3,Laptop,3802
1250,27,Male,Hyderabad,PhD,Single,94156.0,36,5,22,7,4,Tablet,4981
1192,49,Male,Bangalore,PhD,Single,58740.0,47,23,18,14,1,Laptop,1161
1157,35,Male,Hyderabad,PhD,Married,50930.0,45,15,5,29,4,Mobile,4568
1223,40,Male,Mumbai,Masters,Married,79540.0,9,17,13,17,4,Tablet,1743
1217,46,Female,Mumbai,Masters,Married,102840.0,54,24,2,12,0,Tablet,1526
1206,32,Male,Delhi,Masters,Married,60381.0,11,11,11,29,1,Tablet,4812
